exhibitor,booth,class
ABALICO KOREA,東7-T50-04-23,海外表記(国内から仕入れられない)
"LEE MI SUN TEXTILE ARTCO., LTD",東8-T54-30,海外表記(国内から仕入れられない)
"BOSS MAGNET INDUSTRIAL CO., LTD.",東2-T19-20,海外表記(国内から仕入れられない)
HANOI INDUSTRY AND TRADE PROMOTION CENTER,南1-T01-03,海外表記(国内から仕入れられない)
"YIWU GREAT LUCK TRADE CO., LTD.",南2-T11-21,海外表記(国内から仕入れられない)
"ADDABLE CO., LTD",南1-T01-06,海外表記(国内から仕入れられない)
LEE SANG RYE,西1-T14-04,海外表記(国内から仕入れられない)
"CANPLOW ENTERPRISE CO., LTD.",東3-T20-08,海外表記(国内から仕入れられない)
KMS IMPORT EXPORT TRADING SERVICES COMPANY LIMITED,南1-T01-01,海外表記(国内から仕入れられない)
"YIWU KARZO ACCESSORIES CO., LTD.",南1-T05-28,海外表記(国内から仕入れられない)
ALCOFIX INC.,東8-T56-24,海外表記(国内から仕入れられない)
LEE YOON JUNG,西1-T14-04,海外表記(国内から仕入れられない)
"CCYC CO., LTD.",東3-T21-07,海外表記(国内から仕入れられない)
"YIWU RODA COMMODITY CO., LTD.",南2-T12-34,海外表記(国内から仕入れられない)
"ANNABIO CO., LTD",東8-T55-24,海外表記(国内から仕入れられない)
"LEETEK LIFE CO., LTD",東7-T50-04-06,海外表記(国内から仕入れられない)
"CHEN HSI INNOVATIVE CO., LTD",東2-T19-21,海外表記(国内から仕入れられない)
"YIWU SHINNING IMPORT AND EXPORT CO., LTD.",南2-T15-25,海外表記(国内から仕入れられない)
"ANNIE.CONG CO., LTD",東2-T18-18,海外表記(国内から仕入れられない)
LEVERY,西4-T53-12,海外表記(国内から仕入れられない)
"CHINE LEE INDUSTRIAL. CO., LTD",東3-T21-21,海外表記(国内から仕入れられない)
"YIWU YIDA CULTURAL PRODUCTS CO., LTD.",南1-T04-08,海外表記(国内から仕入れられない)
ANU,西1-T14-10,海外表記(国内から仕入れられない)
LIVINGICON INC.,東8-T57-25,海外表記(国内から仕入れられない)
"CHIUAN TERNG INTERNATIONAL CO., LTD. (ST.MALO W.)",東7-T35-31,海外表記(国内から仕入れられない)
"YIWU YUEFA ARTS CRAFTS CO., LTD.",南1-T05-24,海外表記(国内から仕入れられない)
"APEXEL CO., LTD.",東7-T38-19,海外表記(国内から仕入れられない)
LOBCOL,東8-T56-26,海外表記(国内から仕入れられない)
"CHUNG JEN INTERNATIONAL GIFT CO., LTD.",東2-T19-25,海外表記(国内から仕入れられない)
NPO法人 愛のまちエコ倶楽部,東1-T04-38,PASS
小野甚味噌醤油醸造（株）,東1-T02-15-02,PASS
（株）松阪マルシェ,東1-T04-34,PASS
NPO法人 愛のまちエコ倶楽部／東近江市商工会,東1-T04-38,団体・自治体・教育機関(メーカーでない)
おばあちゃん,東1-T02-05,PASS
自然薯家,東1-T02-32,PASS
なのはな農園（株）,東1-T02-06,PASS
松新フーズ,東1-T05-04,PASS
秋田県,東1-T05-05,団体・自治体・教育機関(メーカーでない)
小山商工会議所,東1-T02-05,団体・自治体・教育機関(メーカーでない)
志摩市商工会,東1-T05-08,団体・自治体・教育機関(メーカーでない)
なんごうプラザ（株）,東1-T04-16,PASS
まぶし美人キムチ,東1-T05-04,PASS
（株）秋田ニューバイオファーム,東1-T02-28,PASS
オリカ産業（株）,東1-T02-27,PASS
（株）楠城屋商店,東1-T03-22,PASS
（同）,東1-T01-KP16,PASS
カコイ食品（株）,東1-T03-15,PASS
四万十うなぎ販売（株）,東1-T01-KP06,PASS
南蛮屋（株）,東1-T04-18,PASS
旭テックス,東1-T06-04,PASS
菓子工房コンセルト,東1-T01-KP28,PASS
（株） しまんとtasty,東1-T01-KP01,PASS
（株）浅舞婦人漬物研究会,東1-T04-05,PASS
（株）鹿島屋,東1-T02-15-13,PASS
虹色パンダ,東1-T06-04,PASS
マルコ醸造（株）,東1-T04-15,PASS
明日香村商工会,東1-T07-31,団体・自治体・教育機関(メーカーでない)
菓匠三和／（有）三和商事,東1-T03-47,商社・代理店・デザイン(メーカー直でない)
生姜料理薬膳 寺子屋cafe～仁～,東1-T04-CD06,PASS
足助まいど商店,東1-T02-06,PASS
kashirajima olive,東1-T06-04,海外表記(国内から仕入れられない)
（株）植物蒸留らぼ.DD,東1-T02-15-10,PASS
（株）丸昌醸造場,東1-T01-28,PASS
割烹立よし,東1-T04-22,PASS
（株）食・メディア,東1-T02-05,PASS
（公社）,東1-T06-17,団体・自治体・教育機関(メーカーでない)
割烹ひさご,東1-T05-18,PASS
白浜町商工会／日置川町商工会／すさみ町商工会,東1-T05-20,団体・自治体・教育機関(メーカーでない)
（株）鰻楽,東1-T06-08,PASS
家庭酒房ふきのとう,東1-T01-KP20,PASS
ジンジャー・エール,東1-T06-04,PASS
農園まほろば,東1-T01-28,PASS
みかさぎ麹屋,東1-T04-15,PASS
網走ビール,東1-T04-CD05,PASS
かねご製餡（株）／匠あんこ堂,東1-T03-PF01,PASS
（株）新丸正,東1-T03-PF09,PASS
農林水産省【SAVOR JAPAN】,東1-T01-01,PASS
MIXIA （株）,東1-T05-50,海外表記(国内から仕入れられない)
（株）天郷醸造所,東1-T04-20,PASS
SUIREN+ Coffee Roaster,東1-T06-12,海外表記(国内から仕入れられない)
ノーイン,東1-T03-PF04,PASS
みずほ製菓,東1-T02-18,PASS
（株）兼由,東1-T03-51,PASS
すえひろファーム,東1-T04-28,PASS
（同）NORTH,東1-T03-PF05,海外表記(国内から仕入れられない)
（有）港屋,東1-T05-20,PASS
南アルプス市商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
有田商工会議所／（株）,東1-T06-48,団体・自治体・教育機関(メーカーでない)
（同）菓福,東1-T01-KP19,PASS
（株）すくも酒造,東1-T01-KP11,PASS
（有）野澤作蔵商店,東1-T02-31,PASS
南あわじ市商工会,東1-T02-34,団体・自治体・教育機関(メーカーでない)
飯魚（いお）,東1-T02-18,PASS
（有）上伊那農民組合産直センター,東1-T02-37,PASS
のだみそ,東1-T02-06,PASS
身延町商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
生坂村商工会,東1-T01-31,団体・自治体・教育機関(メーカーでない)
河西青果（株）,東1-T02-36,PASS
NOBODA store,東1-T02-18,海外表記(国内から仕入れられない)
（株）みまさかフード,東1-T02-35,PASS
池田町商工会,東1-T01-31,団体・自治体・教育機関(メーカーでない)
河辺雄和商工会,東1-T02-11,団体・自治体・教育機関(メーカーでない)
Nori’ｓ Beer,東1-T04-22,海外表記(国内から仕入れられない)
宮栄商事（有）,東1-T03-PF02,商社・代理店・デザイン(メーカー直でない)
（株）いしはらキッチン,東1-T01-KP17,PASS
関東食品工業（株）,東1-T04-22,PASS
SPAIN BAR VALESTA,東1-T05-20,海外表記(国内から仕入れられない)
ノリットジャポン,東1-T05-05,PASS
（株）宮川物産,東1-T07-03,商社・代理店・デザイン(メーカー直でない)
（株）ISHIWATA VINEYARD,東1-T01-35,海外表記(国内から仕入れられない)
（同）吉之助キッチン,東1-T03-16,PASS
SLICK（株）,東1-T01-KP09,海外表記(国内から仕入れられない)
都城商工会議所,東1-T03-05,団体・自治体・教育機関(メーカーでない)
伊勢原市商工会,東1-T02-32,団体・自治体・教育機関(メーカーでない)
（株）KICQ,東1-T04-22,海外表記(国内から仕入れられない)
（株）晴耕ファーム,東1-T04-22,PASS
（有）梅香堂,東1-T03-PF10,PASS
（株）宮崎合同食品,東1-T03-06,PASS
板野町商工会,東1-T07-07,団体・自治体・教育機関(メーカーでない)
（株）静風,東1-T07-33,PASS
ばいこう堂（株）,東1-T03-58,PASS
板橋金属工業（株）,東1-T02-54,PASS
（株）京都バニラビーンズ,東1-T02-15-12,PASS
請福酒造（有）,東1-T04-CD02,PASS
ハイナン農業協同組合,東1-T04-06,団体・自治体・教育機関(メーカーでない)
結 MUSUBI,東1-T04-22,海外表記(国内から仕入れられない)
市川三郷町商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
バガス農業そいる,東1-T05-08,PASS
明宝特産物加工（株）,東1-T01-28,PASS
桐生市新里商工会,東1-T01-35,団体・自治体・教育機関(メーカーでない)
（株）葉桐,東1-T02-59,PASS
mononofujapan（株）,東1-T03-15,海外表記(国内から仕入れられない)
市来商工会,東1-T03-20,団体・自治体・教育機関(メーカーでない)
千金丹ケアーズ,東1-T02-48,PASS
白州FARM,東1-T04-22,PASS
（株）MOMIKI,東1-T02-41,海外表記(国内から仕入れられない)
出羽和紙,東1-T02-11,PASS
（同）球磨川アーティザンズ,東1-T05-42,PASS
白馬錦酒造（株）,東1-T04-28,PASS
森川商店,東1-T05-20,PASS
（株）彩,東1-T01-31,PASS
匝瑳市商工会,東1-T05-15,団体・自治体・教育機関(メーカーでない)
森田鰹節（株）,東1-T01-KP08,PASS
（有）いろは堂,東1-T02-58,PASS
長谷川醸造（株）,東1-T04-22,PASS
森の蔵農園,東1-T03-20,PASS
岩村醸造（株）,東1-T04-15,PASS
倉吉商工会議所,東1-T04-21,団体・自治体・教育機関(メーカーでない)
ダートコーヒー,東1-T03-43,PASS
ハッピーヒルファーム,東1-T01-47,PASS
ウィキッド ウェイ ミード,東1-T01-31,PASS
大吉畜産（株）,東1-T02-18,PASS
87（株）,東1-T02-18,海外表記(国内から仕入れられない)
夜久野物産（株）,東1-T02-15-07,商社・代理店・デザイン(メーカー直でない)
大洋（株）,東1-T03-45,PASS
（株）花善,東1-T05-09,PASS
（株）野州たかむら,東1-T05-33,PASS
久留米東部商工会,東1-T05-27,団体・自治体・教育機関(メーカーでない)
（有） タカハシ印店,東1-T02-28,PASS
（株）野草のさと,東1-T04-22,PASS
クレッシェンド,東1-T03-35,PASS
（有）財部とうふ店,東1-T03-05,PASS
浜弥鰹節（株）,東1-T06-19,PASS
（株）覇楼館,東1-T01-28,PASS
山岡酒造（有）,東1-T06-34,PASS
（株）上尾製菓,東1-T02-15-08,PASS
黒瀬商工会,東1-T06-03,団体・自治体・教育機関(メーカーでない)
（株）匠創海,東1-T05-20,PASS
（同）Bande Brewing,東1-T04-22,海外表記(国内から仕入れられない)
山岡精機（株）,東1-T02-18,PASS
上田商工会議所,東1-T02-12,団体・自治体・教育機関(メーカーでない)
燻製道楽,東1-T04-21,PASS
（株）竹千代,東1-T05-20,PASS
ヤマサキ農場（株）,東1-T01-KP21,PASS
訓子府町商工会,東1-T07-09,団体・自治体・教育機関(メーカーでない)
（同）beeb,東1-T05-04,海外表記(国内から仕入れられない)
ヤマサ商店,東1-T06-07,PASS
WELD ONE,東1-T02-15-01,海外表記(国内から仕入れられない)
けあふぃっとふぁーむ,東1-T04-22,PASS
太宰府市商工会,東1-T03-35,団体・自治体・教育機関(メーカーでない)
（株）菱和園,東1-T05-47,PASS
迎光（同）,東1-T03-38,PASS
辰岡製茶（株）,東1-T02-18,PASS
備前東商工会,東1-T06-04,団体・自治体・教育機関(メーカーでない)
ヤマダアールカンパニー,東1-T02-18,PASS
魚津商工会議所,東1-T06-37,団体・自治体・教育機関(メーカーでない)
ケンコー食品工業（株）,東1-T03-05,PASS
谷川醸造（株）,東1-T05-41,PASS
NPO法人日高わのわ会,東1-T01-KP05,PASS
山大商事（株）,東1-T02-33,商社・代理店・デザイン(メーカー直でない)
（株）魚津屋1925,東1-T06-37,PASS
莨屋 塩座,東1-T02-06,PASS
山梨県商工会連合会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
宇都宮酒造（株）,東1-T04-CD01,PASS
（株）恋する鹿角カンパニー,東1-T05-05,PASS
太良町商工会,東1-T05-16,団体・自治体・教育機関(メーカーでない)
HINOBREWING（株),東1-T02-18,海外表記(国内から仕入れられない)
うなぎの三河,東1-T02-06,PASS
（有）弘悦,東1-T02-15-03,PASS
だるま味噌（株）,東1-T01-KP22,PASS
百匠屋,東1-T02-18,PASS
甲賀米粉たい焼き,東1-T02-18,PASS
ちきり清水商店（株）,東1-T06-43,PASS
由利本荘市商工会,東1-T02-28,団体・自治体・教育機関(メーカーでない)
エーエフ企画,東1-T03-16,PASS
甲州市商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
筑紫野市商工会,東1-T05-48,団体・自治体・教育機関(メーカーでない)
V&V（株）,東1-T02-15-09,海外表記(国内から仕入れられない)
高知県特産品販売（株）,東1-T01-KP29,PASS
よこて市商工会,東1-T04-05,団体・自治体・教育機関(メーカーでない)
エクルビス,東1-T03-22,PASS
高知酒造（株）,東1-T01-KP12,PASS
茶師 木村,東1-T04-06,団体・自治体・教育機関(メーカーでない)
（株）深川珈琲,東1-T05-04,PASS
よこやま,東1-T05-08,PASS
こうちプレミアム,東1-T01-05,PASS
中央印刷（株）,東1-T03-22,PASS
深田養蜂,東1-T01-28,PASS
（株）吉村,東1-T05-35,団体・自治体・教育機関(メーカーでない)
恵那市恵南商工会,東1-T04-15,団体・自治体・教育機関(メーカーでない)
（株）香木堂,東1-T06-03,PASS
ちりめん山椒千京・MALAMA PLACE,東1-T02-15-11,PASS
福島県食品生産協同組合,東1-T06-07,団体・自治体・教育機関(メーカーでない)
（株）愛媛海産,東1-T03-PF03,PASS
興洋フリーズ,東1-T01-KP23,PASS
（株）継ぐ,東1-T05-48,PASS
福智町商工会,東1-T04-20,団体・自治体・教育機関(メーカーでない)
ライフメイト,東1-T02-43,PASS
（株）FLC design,東1-T04-10,海外表記(国内から仕入れられない)
（一社）津野山畜産公社,東1-T01-KP04,団体・自治体・教育機関(メーカーでない)
（有）ふく屋,東1-T04-05,PASS
らくの寿司,東1-T05-16,PASS
KOKOKOバウムクーヘン,東1-T04-15,PASS
M.vege,東1-T02-15-06,海外表記(国内から仕入れられない)
富士川町商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
reth（株）／Bloome,東1-T06-20,海外表記(国内から仕入れられない)
Barcos Coffee【（株）エモーションワーク】,東1-T04-21,PASS
越田鮮魚店,東1-T03-17,PASS
（株）T＆T,東1-T05-08,海外表記(国内から仕入れられない)
藤澤醸造（株）,東1-T01-31,PASS
リゾートペンション四季彩,東1-T01-28,PASS
こまめBASE,東1-T02-11,PASS
富士納豆製造所,東1-T04-22,PASS
（株）立田屋,東1-T04-28,PASS
（株）近江園田ふぁーむ,東1-T02-18,PASS
commune,東1-T02-11,海外表記(国内から仕入れられない)
不二ハウス工業（株）,東1-T04-CD07,PASS
料理魚石 RYORIUOISHI,東1-T02-18,海外表記(国内から仕入れられない)
（株）ORGANIC HOUSE,東1-T04-33,海外表記(国内から仕入れられない)
彩香堂,東1-T06-24,PASS
府中町商工会,東1-T05-04,団体・自治体・教育機関(メーカーでない)
リンクフードジャパン,東1-T03-05,PASS
（一社）大川村ふるさとむら公社,東1-T01-KP24,団体・自治体・教育機関(メーカーでない)
相良物産（株）,東1-T04-06,商社・代理店・デザイン(メーカー直でない)
（株）天然生活,東1-T03-11,PASS
佐久市,東1-T01-01,団体・自治体・教育機関(メーカーでない)
（株） トーホク秋田工場,東1-T02-28,PASS
ブリリアントアソシエイツ,東1-T03-22,PASS
大台町商工会,東1-T07-03,団体・自治体・教育機関(メーカーでない)
佐久物産振興会 (事務局:（株）,東1-T01-01,団体・自治体・教育機関(メーカーでない)
（株）徳志満,東1-T02-18,PASS
渡辺糀店,東1-T02-18,PASS
大塚製茶（株）,東1-T07-43,PASS
酒のまるけん,東1-T02-28,PASS
（株）土佐蒲鉾,東1-T01-KP03,PASS
大月市商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
笹一酒造（株）,東1-T04-22,PASS
（有）鳥取珈琲館,東1-T03-22,PASS
大橋珍味堂（株）,東1-T06-51,PASS
佐々木製麹本舗,東1-T04-05,PASS
鳥取商工会議所,東1-T03-22,団体・自治体・教育機関(メーカーでない)
Gペットフードひので家,東1-T01-KP25,PASS
Jinju Bio Industry Foundation,東1-T03-28,海外表記(国内から仕入れられない)
（有）大平商店,東1-T01-KP10,PASS
（株）佐藤酒造店（出羽の冨士醸造元）,東1-T02-28,PASS
ととせ,東1-T02-39,PASS
B” MODA STRECHIMING S.A.C.,東1-T07-15,海外表記(国内から仕入れられない)
（株）大前醤油本店（安芸高田市商工会）,東1-T07-11,PASS
SATONOWA®／多賀町大滝地域里づくり協議会,東1-T06-36,PASS
とびしま柑橘工房（株）,東1-T06-03,PASS
北杜市商工会,東1-T04-22,団体・自治体・教育機関(メーカーでない)
"Chunwoodang Agricultural Corporation Co.,Ltd.",東1-T04-35,海外表記(国内から仕入れられない)
大町商工会議所,東1-T04-28,団体・自治体・教育機関(メーカーでない)
佐土原町商工会,東1-T02-39,団体・自治体・教育機関(メーカーでない)
豊田商工会議所,東1-T02-06,団体・自治体・教育機関(メーカーでない)
北海道ダイニングキッチン,東1-T03-57,PASS
Habongjeong Food,東1-T03-28,海外表記(国内から仕入れられない)
The Hive and Barrow,東1-T05-17,海外表記(国内から仕入れられない)
豊田鉃工（株）,東1-T02-06,PASS
（株）北海大和,東1-T03-49,PASS
HAEGEUMDANG,東1-T03-28,海外表記(国内から仕入れられない)
小笠原製粉（株）,東1-T03-33,PASS
（株）三英商会,東1-T07-45,PASS
Dongree,東1-T02-18,海外表記(国内から仕入れられない)
ホトトギス,東1-T04-10,PASS
"JANGSAENGDORAJI CO., LTD.",東1-T03-28,海外表記(国内から仕入れられない)
岡本製麺（株）,東1-T07-07,PASS
sanchikara～土佐れいほく～,東1-T01-KP18,PASS
（株） ドンレミー,東1-T03-53,PASS
（株）MY HONEY,東1-T04-21,海外表記(国内から仕入れられない)
"JBF Co,. Ltd",東1-T03-28,海外表記(国内から仕入れられない)
岡山北商工会,東1-T04-10,団体・自治体・教育機関(メーカーでない)
（株）G.N.O,東1-T03-06,海外表記(国内から仕入れられない)
牧之原市茶業振興協議会,東1-T04-06,PASS
JW FD,東1-T03-28,海外表記(国内から仕入れられない)
（株）小栗農園,東1-T04-06,PASS
長崎市北部商工会,東1-T03-15,団体・自治体・教育機関(メーカーでない)
JY STORY,東1-T03-28,海外表記(国内から仕入れられない)
小田原市橘商工会,東1-T02-31,団体・自治体・教育機関(メーカーでない)
中根製茶（株）,東1-T05-45,PASS
（株）正紀屋,東1-T05-20,PASS
ORANGECAU,東1-T03-28,海外表記(国内から仕入れられない)
otto,東1-T06-10,海外表記(国内から仕入れられない)
長野県 広域経営支援センター高瀬エリア（池田町商工会 松川村商工会 生坂村商工会）,東1-T01-31,団体・自治体・教育機関(メーカーでない)
まちづくり上田,東1-T02-12,PASS
SOON SILK,東1-T03-28,海外表記(国内から仕入れられない)
Onion Galaxy,東1-T07-09,海外表記(国内から仕入れられない)
長浜市商工会,東1-T06-34,団体・自治体・教育機関(メーカーでない)
松川村商工会,東1-T01-31,団体・自治体・教育機関(メーカーでない)
鬼焼き瓦そばＫＡＧＵＲＡ,東1-T03-37,PASS
自然栽培の薄井農園,東1-T06-22,PASS
中村魚市（株）,東1-T01-KP02,PASS
